Licensee Name,DBA,License Number,License Type,Street Address,City,State,Zip,Latitude,Longitude
GLENWOOD CANYON RESORT II LLC,GLENWOOD CANYON RESORT,04-01856,Delivery Permit,1308 CO ROAD 129,Glenwood Springs,CO,81601,39.55794101,-107.292397035
CHILLIN' INC,CHILLIN,03-04338,Takeout & Delivery Permit,205 GUNNISON AVENUE,Lake City,CO,81235,38.02783799,-107.316736992
COSTCO WHOLESALE CORPORATION,DOUGLAS GEORGE SKINNER,03-19016,Manager Permit (LLDS,125 CATFISH CIRCLE,Gypsum,CO,81637,39.64471298,-107.066412963
WALMART MARKET #3083,WALMART MARKET #3083,09-49518-0105,Delivery Permit,665 NORTH MURRAY BOULEVARD,Colorado Springs,CO,80915,38.84306998,-104.746807006
"LUKI BREWERY, LLC",LUKI BREWERY,03-12647,Wholesale Beer (malt liquor,14715 WEST 64TH AVENUE UNITS A & B,Arvada,CO,80004,39.81479999,-105.163930992
TELSKI FOOD & BEVERAGE SERVICES,ALPINO VINO,40-91959-0009,Hotel & Restaurant / Optional (county,12100 CAMELS GARDEN ROAD,Telluride,CO,81435,37.9360611,-107.8479852
REVERENCE BREWING COMPANY LLC,REVERENCE BREWING COMPANY,03-14689,Manufacturer (brewery,1604 EAST 17TH AVENUE,Denver,CO,80218,39.74298501,-104.968109031
DEAN PUBLIC HOUSE THE,DEAN PUBLIC HOUSE THE,03-07785,Takeout & Delivery Permit,412 NEVAVA STREET,Hot Sulphur Springs,CO,80451,40.07482301,-106.105508984
JL HOSPITALITY SERVICES INC,JERSEY ST CAFE,03-13034,Hotel & Restaurant (city,932 JERSEY STREET,Denver,CO,80220,39.73106599,-104.919071963
GPM SOUTHEAST LLC,FAST MARKET #4581,04-01410,Fermented Malt Beverage and Wine (city,15303 EAST QUINCY AVENUE,Aurora,CO,80015,39.63884506,-104.809518394
MUSCARDINI CELLARS,MUSCARDINI CELLARS,03-06387,Winery Direct Shipper's Permit,10200 SONOMA HIGHWAY,Kenwood,CA,95452,38.40715777,-122.542153253
"LUCKY FINS HIGHLANDS RANCH, LLC",SMOKIN FINS,03-09728,Takeout & Delivery Permit,"1104 CORPORAL MAX DONAHUE LANE, SUITE 102",Highlands Ranch,CO,80129,39.5451021,-104.9991803
H2BEST CORP,2024 HELGA'S HAUS FESTIVAL,03-20645,Festival Permit,14200 EAST ALAMEDA AVENUE,Aurora,CO,80012,39.70811382,-104.823416008
KAMIS SAMIS LLC,KAMIS SAMIS,03-18280,Hotel & Restaurant (city,636 MAIN STREET,Ouray,CO,81427,38.02355601,-107.67187999
MAIN STREET MANAGEMENT LLC,HAMPTON BY HILTON GRAND JUNCTION DOWNTOWN,03-20608,Lodging & Entertainment (City,205 MAIN STREET,Grand Junction,CO,81501,39.06681102,-108.569280993
POLLUX CORPORATION,SMOKER KING,03-06709,Retail Liquor Store (city,1951 WEST UINTAH STREET,Colorado Springs,CO,80904,38.84776023,-104.851054993
NIPPSCHITZ LLC,BURROWING OWL,03-04477,Takeout & Delivery Permit,"1791 SOUTH 8TH STREET, SUITE H",Colorado Springs,CO,80906,38.80441101,-104.839801036
GASKILL ENTERPRISES INC,THE LIQUOR CUBBY,03-15977,Retail Liquor Store (county,6989 CO-71,Ordway,CO,81063,38.21429865,-103.748195295
AMF BOWLING CENTERS INC,BOWLERO LITTLETON,03-68728-0002,Hotel & Restaurant (county,2530 E COUNTY LINE RD,Littleton,CO,801263232,39.56481199,-104.959694019
CHEESECAKE FACTORY RESTAURANTS INC THE,CHEESECAKE FACTORY THE,23-88777-0003,Hotel & Restaurant (city,8405 PARK MEADOWS CENTER DR #1001,Lone Tree,CO,80124,39.56261999,-104.876260974
AIKO IMPORTERS INC,AIKO,25-59708-0000,Importer (vinous & spirituous,225 HENRY D ROBINSON BOULEVARD,Pendergrass,GA,30567,34.15635414,-83.660911845
"TISANA, INC.",SILT LIQUOR,03-16340,Retail Liquor Store (city,"710 MAIN STREET, UNIT 101",Silt,CO,81652,39.54719302,-107.655354984
VIEWHOUSE III CORPORATION,"VIEWHOUSE EATERY, BAR & ROOFTOP",03-04467,Tavern (city,2680 WEST MAIN STREET,Littleton,CO,80120,39.61353289,-105.019500658
CHLN INC,CHART HOUSE,15-71767-0000,Hotel & Restaurant (county,25908 GENESSEE TRL RD,Golden,CO,80401,39.70831302,-105.292808034
WALMART INC.,WALMART MARKET #3083,09-49518-0105,Fermented Malt Beverage and Wine (city,665 NORTH MURRAY BOULEVARD,Colorado Springs,CO,80915,38.84306998,-104.746807006
RAMON'S MEXICAN RESTAURANT INC,RAMON'S MEXICAN RESTAURANT,03-00989,Takeout & Delivery Permit,31519 WEST HWY 160,South Fork,CO,81154,37.658315,-106.65140197
SNOWMASS VENTURES LIQUOR LICENSE LLC,VILLAGE POOL,03-18902,Lodging & Entertainment (City,119 WOOD ROAD,Snowmass Village,CO,81615,39.20938049,-106.946056848
STONECUSHION INC,PEZZI-KING WINERY,03-04825,Winery Direct Shipper's Permit,3225 WEST DRY CREEK ROAD,Healdsburg,CA,95448,38.63988699,-122.92707503
REATA LIQUORS INC,REATA LIQUORS,42-79888-0000,Retail Liquor Store (city,1305 N BARLOW RD,Fort Morgan,CO,80701,40.26202201,-103.773355989
BLUE FINN LLC,CHAUTAUQUA DINING HALL & EVENTS,03-00869,Takeout & Delivery Permit,900 BASELINE RD,Boulder,CO,80302,39.99873402,-105.282621004
HARTSEL RANCH INC,HARTSEL RANCH INC,03-17810,Bed & Breakfast Permit,24194 COUNTY ROAD 59,Hartsel,CO,80449,39.01687777,-105.734299537
THE VAULT LIQUORS LLC,THE LIQUOR VAULT,04-01977,Fermented Malt Beverage and Wine (city,105 SOUTH GRAND MESA DRIVE,Cedaredge,CO,81413,38.900533,-107.923515033
TRAILSIDE SALOON INC,TRAILSIDE SALOON,22-76998-0000,Tavern (city,10360 COLORADO BLVD,Thornton,CO,80229,39.88374701,-104.939294981
ALADDIN FOOD MANAGEMENT SERVICES,ALADDIN FOOD MANAGEMENT SERVICES,03-14385,Related Facility Permit (State,2200 BONFORTE BOULEVARD,Pueblo,CO,81001,38.30919698,-104.577673024
JN RESTAURANTS LLC,JOJO'S DINETTE,42-88443-0000,Takeout & Delivery Permit,225 NORTH 5TH STREET #105,Grand Junction,CO,815012611,39.06880499,-108.564843027
ELDA LIQUORS LLC,ELDA LIQUORS,03-10147,Retail Liquor Store (city,"9676 EAST ARAPAHOE ROAD, SUITE B",Greenwood Village,CO,80112,39.594447,-104.876807977
SAFEWAY STORES 45 INC,SAFEWAY STORE NO 10,21-70663-0005,Fermented Malt Beverage and Wine(county,3851 S HWY 74,Evergreen,CO,80439,39.64573901,-105.34013402
RIVERSIDE COLORADO LLC,POUDRE PARK MARKET,04-01971,Fermented Malt Beverage and Wine(county,9940 HIGHWAY 14,Bellvue,CO,80512,40.68580749,-105.3019541
THOMAS T THOMAS VINEYARDS LLC,THOMAS T THOMAS VINEYARDS,03-16569,Winery Direct Shipper's Permit,7581 HIGHWAY 128,Philo,CA,95466,39.07384302,-123.45302202
PELTZER FAMILY CELLARS LLC,PELTZER FAMILY CELLARS,03-11236,Winery Direct Shipper's Permit,40275 CALLE CONTENTO,Temecula,CA,92591,33.531425,-117.073336997
ALADDIN FOOD MANAGEMENT SERVICES,ALADDIN FOOD MANAGEMENT SERVICES,03-14376,Related Facility Permit (State,2200 BONFORTE BOULEVARD,Pueblo,CO,81001,38.30919698,-104.577673024
OVER ICE LLC,WOODLAND COUNTRY LODGE,03-18403,Hotel & Restaurant (city,730 COUNTRY DRIVE,Woodland Park,CO,80863,38.99968309,-105.060853733
JUSTIN VINEYARDS & WINERY LLC,JUSTIN VINEYARDS & WINERY,25-59668-0003,Importer (vinous & spirituous,11680 CHIMNEY ROCK RD,Paso Robles,CA,934469792,35.65497699,-120.900817998
1ST STOP GAS & FOOD MART INC.,1ST STOP GAS & FOOD MART,04-00739,Fermented Malt Beverage and Wine (city,605 GARRISON STREET,Lakewood,CO,80215,39.72605499,-105.100556009
ZHANG AND XU LLC,TOM KHA THAI ASIAN BISTRO,03-11182,Hotel & Restaurant (city,144 N MASON STREET UNIT 8,Fort Collins,CO,80524,40.58869499,-105.078591986
UNA-ANDOM LLC,CHAMPION LIQUOR,03-07733,Retail Liquor Store (city,6111 WEST COLFAX AVENUE,Lakewood,CO,80214,39.74069801,-105.064246024
"PARK BURGER HOLLY, INC.",PARK BURGER,03-06215,Takeout & Delivery Permit,211 SOUTH HOLLY STREET,Denver,CO,80246,39.71287399,-104.922536958
MI RANCHITO LLC,MI RANCHITO MEXICAN RESTAURANT,03-05371,Takeout & Delivery Permit,203 BROADWAY STREET,Sterling,CO,80751,40.63270099,-103.200601015
REED BENSON INC,SPORTMANS CAMPGROUND AND MOUNTAIN CABINS,12-29018-0000,Retail Liquor Store (county,2095 TAYLOR LN,Pagosa Springs,CO,81147,37.44983,-107.194494981
BLUE PINE BREWERY LLC,PEAKS N PINES BREWERY,03-11579,Wholesale Beer (malt liquor,4005 TUTT BOULEVARD,Colorado Springs,CO,80922,38.889689,-104.713719024
RICKY D FURROW,COWBOY DOWN LIQUOR,03-17336,Retail Liquor Store (city,202-204 MAIN STREET,Sterling,CO,80751,40.62390301,-103.207627983
"STEAMBOAT EGG, LLC",THE EGG,03-16366,Hotel & Restaurant (city,325 ANGLERS DRIVE,Steamboat Springs,CO,80487,40.46687798,-106.824452983
COSTCO WHOLESALE CORPORATION,JOHN DONGON,03-20824,Manager Permit (LLDS,1455 IRVING STREET,Denver,CO,80204,39.739503,-105.030203008
BIRD & JIM LLC,BIRD & JIM,03-07954,Hotel & Restaurant (city,915 MORAINE AVENUE,Estes Park,CO,80517,40.364322,-105.545168028
PEAK BEVERAGE INC,PEAK BEVERAGE,03-01032,Retail Liquor Store (city,4375 BRIGHTON BLVD,Denver,CO,80216,39.77804501,-104.969430019
SAGE CLIENT 232 LLC,LEGACY,03-14507,Tavern (city,1901 WAZEE STREET SUITE 210,Denver,CO,80202,39.75488099,-104.99637197
DUBIEN FAMILY VENTURES LTD,MAIN STREET RESTAURANT,28-56294-0000,Hotel & Restaurant (city,1518 MINER ST,Idaho Springs,CO,80452,39.742112,-105.516590013
,AZTECA MEXICAN RESTAURANT,42-56591-0000,Takeout & Delivery Permit,5 GRAND COUNTY RD #72,Fraser,CO,80442,39.943869,-105.812643439
TAG BURGER BAR - CP LLC,TAG BURGER BAR,03-20908,Hotel & Restaurant (city,10155 EAST 29TH DRIVE #160,Denver,CO,80238,39.75982799,-104.868828992
CACTUS CANTINA INC,WICKED TEQUILA ROOM,03-09397,Takeout & Delivery Permit,123 EAST 4TH STREET,Loveland,CO,80537,40.39575598,-105.075180971
RAINBOW LTD,RAINBOW RESTAURANT,03-12957-0000,Hotel & Restaurant (city,212 WEST LAUREL STREET,Fort Collins,CO,805242809,40.57815835,-105.078826411
CHIPOTLE MEXICAN GRILL INC,CHIPOTLE MEXICAN GRILL,24-71530-0007,Hotel & Restaurant (city,7350 EAST HAMPDEN AVENUE,Denver,CO,802314802,39.65202401,-104.903317003
MECHA NOODLE BAR RINO LLC,MECHA NOODLE BAR RINO,03-19537,Hotel & Restaurant (city,2801 WALNUT STREET,Denver,CO,80205,39.76148299,-104.983849993
BLUE LOTUS VIETNAMESE RESTAURANT LLC,BLUE LOTUS VIETNAMESE RESTAURANT,03-20673,Hotel & Restaurant (city,152 SOUTH MESA STREET,Fruita,CO,81521,39.15760099,-108.733186009
OLD VINE WINE PARTNERS LLC,T-VINE WINERY,03-04729,Winery Direct Shipper's Permit,810 FOOTHILL BOULEVARD,Calistoga,CA,94515,38.57448501,-122.576848018
BENIHANA NATIONAL CORP,BENIHANA OF TOKYO,26-09826-0000,Takeout & Delivery Permit,3295 S TAMARAC DR,Denver,CO,802314360,39.65616099,-104.899482031
PAPPAS RESTAURANTS INC,PAPPADEAUX SEAFOOD KITCHEN,15-11732-0000,Takeout & Delivery Permit,7520 EAST PROGRESS PLACE,Greenwood Village,CO,801112110,39.62188399,-104.901708013
LADY JUSTICE BREWING LLC,LADY JUSTICE BREWING,03-20702,Wholesale Beer (malt liquor,3242 SOUTH ACOMA STREET,Englewood,CO,80110,39.657939,-104.988477977
"LULU'S BBQ, LLC",LULU'S BBQ,15-79467-0000,Takeout & Delivery Permit,701 B MAIN ST,Louisville,CO,800271829,39.97702301,-105.132531964
FALCON'S EDGE BAR & GRILL LLC,FALCON'S EDGE BAR AND GRILL,03-16133,Hotel & Restaurant (county,7685 MCLAUGHLIN ROAD UNIT 150,Peyton,CO,80831,38.940002,-104.600888968
ANGEL TREE COMPANY THE,THE BUFF,23-57253-0000,Hotel & Restaurant (city,2600 CANYON BOULEVARD,Boulder,CO,80302,40.01712199,-105.260191031
EASTMAN-MARIE LLC,JAFFURS WINE CELLARS,03-08091,Winery Direct Shipper's Permit,819 EAST MONTECITO STREET,Santa Barbara,CA,93103,34.42417899,-119.683587039
NOVO COFFEE BARS LLC,NOVO COFFEE,03-04773,Tavern (city,1700 EAST 6TH AVENUE,Denver,CO,80218,39.72541801,-104.966816038
ELEVATED COMMUNITIES,ELEVATED COMMUNITIES,03-20931,Retail Establishment Permit,455 MAIN STREET,Longmont,CO,80501,40.16680199,-105.102871007
COSTCO WHOLESALE CORPORATION,THOMAS W GORBACZ,03-19136,Manager Permit (LLDS,7722 WEST 11TH STREET,Broomfield,CO,80023,39.9638255,-105.0110228
SARAH'S COUNTRY CAFE LLC,WANDERING BEAR BAR,03-20692,Hotel & Restaurant (city,520 COLORADO AVENUE,Calhan,CO,80808,39.03574802,-104.300228005
SPIRITED 2706 LARIMER LLC,AMERICAN BONDED,03-18712,Tavern (city,2706 LARIMER STREET,Denver,CO,80205,39.759471,-104.983697024
GAME TRAIN LLC,GAME TRAIN,03-10379,Hotel & Restaurant (county,2690 EAST COUNTY LINE ROAD SUITE E,Highlands Ranch,CO,80126,39.56477498,-104.957150028
J&LL SERVICES_LLC,BEER BARN II,42-96441-0000,Retail Liquor Store (city,1001 EAST MAIN,Montrose,CO,81401,38.48419402,-107.870669229
COLORADO MESA UNIVERSITY,COLORADO MESA UNIV. DOWNTOWN ART GALLERY,03-04493,Arts License (city,437 COLORADO AVENUE,Grand Junction,CO,81501,39.06607601,-108.565156007
BELFORD OXFORD CORP,LOVELAND CHOPHOUSE,40-90953-0000,Hotel & Restaurant (city,125 EAST 4TH STREET,Loveland,CO,805375501,40.395774,-105.075091033
CST METRO LLC,CIRCLE K #2744064,21-79919-0083,Fermented Malt Beverage and Wine (city,432 N CIRCLE DR,Colorado Springs,CO,80909,38.83881298,-104.776207034
PEGASUS RESTAURANT INC,PEGASUS ON THE SQUARE,08-98312-0000,Hotel & Restaurant (city,313 JERRY STREET,Castle Rock,CO,801042433,39.372926,-104.861746032
NEWTON VINEYARD LLC,NEWTON VINEYARD,80-69946-0000,Winery Direct Shipper's Permit,1171 TUBBS LANE,Calistoga,CA,94515,38.592215,-122.605142976
BEDELL NORTH FORK LLC,BEDELL CELLARS,03-01323,Winery Direct Shipper's Permit,36225 MAIN ROAD,Cutchogue,NY,11935,41.02887918,-72.468065858
ST FRANCIS WINERY & VINEYARD INC,ST FRANCIS WINERY & VINEYARD INC,18-26634-0000,Winery Direct Shipper's Permit,500 PYTHIAN RD,Santa Rosa,CA,954096545,38.44151798,-122.572258004
"DRAGON MEADERY, LLC","DRAGON MEADERY, LLC",03-01030,Limited Winery,2708 S HELENA WAY,Aurora,CO,80013,39.66724681,-104.805909062
V F W,ROCKY MTN POST 1781,03-15180-0000,Club License (city,603 LESSER DRIVE,Fort Collins,CO,805243221,40.57968499,-105.061942006
FLORES VINCENTFLORES PRISCILLA A,MISSION DELI,09-55064-0000,Hotel & Restaurant (city,401 N 14TH ST,Rocky Ford,CO,810671817,38.052194,-103.712840995
NORTHGLENN AMERICAN LEGION POST 22,NORTHGLENN AMERICAN LEGION POST 22,11-93830-0000,Club License (city,11081 IRMA DRIVE,Northglenn,CO,802333618,39.89751902,-104.967051989
PW618 INCORPORATED,GOLDEN SHANGHAI RESTAURANT,40-75301-0000,Hotel & Restaurant (county,1412 S PARKER #A-132-134,Denver,CO,802312753,39.69092099,-104.890077033
MOUNTAIN PEAK VINEYARDS LLC,ACUMEN,03-04700,Winery Direct Shipper's Permit,5330 SILVERADO TRAIL,Napa,CA,94558,38.38728501,-122.312535011
BRINKER RESTAURANT CORP,CHILI'S GRILL & BAR,10-82383-0055,Hotel & Restaurant (city,10460 PARK MEADOWS DRIVE,Lone Tree,CO,801245519,39.53691002,-104.874090983
J LOHR WINERY CORP,J LOHR WINERY,12-24156-0001,Importer (vinous & spirituous,1000 LENZEN AVENUE,San Jose,CA,951262739,37.33381499,-121.91271999
SWISS CHALET LLC,SWISS CHALET RESTAURANT,15-46113-0000,Hotel & Restaurant (city,20 VAIL RD,Vail,CO,816575049,39.641559,-106.37778899
SWING STATION LLC,SWING STATION,03-00929,Tavern (county,3311 W COUNTY ROAD 54G,Laporte,CO,80535,40.62677402,-105.137209988
MORLET SELECTION INCORPORATED THE,MORLET SELECTION THE,12-76557-0000,Winery Direct Shipper's Permit,2825 ST HELENA HWY N,Saint Helena,CA,945749655,38.517598,-122.490186013
DAB OF LITTETON CO III LLC,RESIDENCE INN,03-11858,Lodging & Entertainment (City,3090 WEST COUNTY LINE ROAD,Littleton,CO,80129,39.56577306,-105.028115159
MELIOS INC,ROMAN VILLA PIZZERIA,28-02948-0000,Beer & Wine (city,3005 N NEVADA AVE,Colorado Springs,CO,80907,38.87483702,-104.819184991
TWOFOURTEEN LLC,TREASURY LIQUORS,03-14755,Retail Liquor Store (city,611 GOTHIC ROAD UNIT C,Mt Crested Butte,CO,81225,38.900533,-106.968203963
DENVER 3560 LLC,VIB BY BEST WESTERN DENVER/RINO,03-15981,Hotel & Restaurant (city,3560 BRIGHTON BOULEVARD,Denver,CO,80216,39.77102202,-104.97767404
THE PUBLICK HOUSE CORPORATION,WILLIAM OLIVER'S PUBLICK HOUSE,03-16137,Tavern (city,514 MAIN STREET #C,Windsor,CO,80550,40.48030001,-104.904996988
"MS WINES, LLC",MARTHA STOUMEN WINES,03-13255,Winery Direct Shipper's Permit,6780 MCKINLEY AVENUE SUITE 170,Sebastopol,CA,95472,38.40413201,-122.821377973
PDUB BREWING CO LLC,RESERVOIR BREWING,03-05829,Brew Pub (county,181 S PURCELL BLVD,Pueblo West,CO,81007,38.32115498,-104.704414022
TOWER HOTEL LLC,ELEMENT DENVER INTERNATIONAL AIRPORT,03-12980,Lodging & Entertainment (City,6672 NORTH TOWER ROAD,Denver,CO,80249,39.81762599,-104.770496024
GINGER AND BAKER LLC,GINGER AND BAKER,03-07928,Hotel & Restaurant (city,359 LINDEN STREET,Fort Collins,CO,80524,40.59004301,-105.073405013
ZEN COMPOUND DENVER LLC,TEMPLE DENVER,03-08854,Tavern (city,1144 NORTH BROADWAY STREET,Denver,CO,80203,39.73470001,-104.987027992
COSTCO WHOLESALE CORPORATION,NICHOLAS R REEVES,03-19156,Manager Permit (LLDS,2621 EAST 98TH AVENUE,Denver,CO,80229,39.87416901,-104.955528968
FORT COLLINS COUNTRY CLUB,FORT COLLINS COUNTRY CLUB,03-00711,Hotel & Restaurant / Optional (county,1920 COUNTRY CLUB ROAD,Fort Collins,CO,80521,40.61969399,-105.042519041
"VATOS TACOS & TEQUILA III, LLC",VATOS TACOS & TEQUILA,03-18380,Hotel & Restaurant (city,1565 RALEIGH STREET SUITE B 120,Denver,CO,80204,39.74221099,-105.041906994
TECATE GRILL,TECATE GRILL,03-09553,Takeout & Delivery Permit,"1501 WEST ELIZABETH STREET, UNIT 2",Fort Collins,CO,80521,40.57423499,-105.103310973
CELLI INC,THE COAST,40-26240-0000,Tavern (city,254 LINDEN STREET,Fort Collins,CO,805242424,40.58870299,-105.074124013
TAVERNETTA LLC,TAVERNETTA,03-07535,Hotel & Restaurant (city,1889 16TH STREET,Denver,CO,80202,39.75314698,-105.001970998
TIMBERS RESTAURANT LLC,TIMBERS RESTAURANT,42-90611-0000,Hotel & Restaurant (county,23 EAST CUCHARA AVENUE,Cuchara,CO,81055,37.38025802,-105.099053972
CHEBA HUT INVESTMENT COMPANY INC,CHEBA HUT,03-12893,Takeout & Delivery Permit,"4239 CENTERPLACE DRIVE, UNIT 1 H",Greeley,CO,80634,40.396126,-104.74573496
LOS DOS POTRILLOS CONCINA Y CANTINA - NORTHGLENN LLC,LOS DOS POTRILLOS COCINA Y CANTINA,03-18803,Takeout & Delivery Permit,100 EAST 120TH AVENUE E110,Northglenn,CO,80233,39.91228102,-104.986241015
Nicolo's Chicago Style Pizza,NICOLO'S PIZZA,41-25693-0000,Takeout & Delivery Permit,9463 SOUTH UNIVERSITY BOULEVARD,Littleton,CO,801264976,39.54415902,-104.94679997
"ULVELING YOUNG,M INC. & 7-ELEVEN, INC.",7-ELEVEN STORE 38234A,04-00764,Fermented Malt Beverage and Wine (city,6385 PROMENADE PARKWAY,Castle Rock,CO,80108,39.42278998,-104.879210985
"BLUESTAR RESORT & GOLF, LLC",HIGHLINE HOUSE,03-14828,Hotel & Restaurant (county,11485 ROXBOROUGH PARK ROAD,Littleton,CO,80125,39.52784101,-105.055360033
WITNESS WINES LLC,Witness Wines,03-20837,Winery Direct Shipper's Permit,11011 Northeast Bayliss Road,Carlton,OR,97111,45.28983601,-123.12093001
ICON ENTERPRISE INC,TANDOORI FLAMES,03-13154,Takeout & Delivery Permit,556 VILLAGE SQUARE LANE SUITE 200,Castle Pines,CO,80108,39.47091301,-104.876543025
ALADDIN FOOD MANAGEMENT SERVICES LLC,ALADDIN FOOD MANAGEMENT SERVICES,03-14365,Campus Liquor Complex (State,2200 BONFORTE BOULEVARD,Pueblo,CO,81001,38.30919698,-104.577673024
HOMEGROWN TAP & DOUGH KEN CARYL LLC,HOMEGROWN TAP & DOUGH,03-14427,Hotel & Restaurant (county,12622 WEST KEN CARYL AVENUE,Littleton,CO,80127,39.57909999,-105.138412037
SMASHBURGER ACQUISITION - DENVER LLC,SMASHBURGER #1525,03-06195,Beer & Wine (city,994 WEST DILLON ROAD SUITE 500,Louisville,CO,80027,39.960721,-105.164187981
CASPARIAN PRODUCTION LLC,NW WINE COMPANY,03-17221,Winery Direct Shipper's Permit,20980 NE NIEDERBERGER ROAD,Dundee,OR,97115,45.26944401,-123.021797996
MICI PARKER LLC,MICI HANDCRAFTED ITALIAN,03-11431,Beer & Wine (city,11290 SOUTH TWENTY MILE ROAD SUITE 121,Parker,CO,80134,39.51161402,-104.770594009
THE BARREL LLC,THE BARREL,03-04369,Takeout & Delivery Permit,251 MORAINE AVENUE,Estes Park,CO,80517,40.37409098,-105.523914036
AULER HUGO EDWIN,FALL CREEK VINEYARDS,26-65266-0000,Winery Direct Shipper's Permit,1820 COUNTY RD 222,Tow,TX,78672,30.89971402,-98.458865014
OLLIE'S PUB AND GRUB AND COBAR,OLLIE'S PUB AND GRUB AND COBAR,42-70751-0000,Takeout & Delivery Permit,"620 MAIN ST UNIT 1 & 610 MAIN ST UNIT 1A, 1B, 2",Frisco,CO,80443,39.576139,-106.094057041
MH DENVER OPERATOR LLC,KIMPTON HOTEL MONACO DENVER,03-18412,Hotel & Restaurant (city,1717 CHAMPA STREET,Denver,CO,80202,39.74788202,-104.992697008
PEACHTREE HOSPITALITY MANAGEMENT LLC,ELEMENT DENVER PARK MEADOWS,03-08800,Beer & Wine (city,9985 PARK MEADOWS DRIVE,Lone Tree,CO,80124,39.55438498,-104.876373962
ONE STOP SHOP INC & 7-ELEVEN INC,7-ELEVEN STORE 13195A,42-45755-0000,Fermented Malt Beverage and Wine (city,4040 EAST 8TH AVENUE,Denver,CO,802203701,39.72891498,-104.939793034
H E W S ENTERPRISES INC,STAR LIQUORS,13-16811-0000,Retail Liquor Store (city,"1485 FLORIDA RD, BLDG C, STE 100",DURANGO,CO,813016864,37.29774699,-107.849722015
GUANELLA PASS BREWING COMPANY LLC,SILVERBRICK SALOON,03-12940,Brew Pub (city,"501 ROSE STREET, 505 ROSE STREET AND 604 5TH STREET",Georgetown,CO,80444,39.70564502,-105.697279035
WALMART INC.,WALMART #962,09-49518-0009,Fermented Malt Beverage and Wine (city,2921 TOUPAL DR,Trinidad,CO,81082,37.13919201,-104.521273963
Lampson Family Wines LLC,Lampson Family Wines LLC,03-20830,Winery Direct Shipper's Permit,18955 Independence Ln.,Geyserville,CA,95441,38.67862098,-122.882327988
BJORN FARM LLC,BJORNSON VINEYARD,03-16495,Winery Direct Shipper's Permit,3635 BETHEL HEIGHTS RD NW,Salem,OR,97304,45.06220401,-123.10899703
MINI MART INC,LOAF N JUG #803,03-27943-0138,Fermented Malt Beverage and Wine (city,490 W HAMPDEN,Englewood,CO,801102346,39.652898,-104.993199001
CORNER MARKET AT LARKSPUR INC THE,CORNER MARKET AT LARKSPUR INC THE,41-64682-0000,Hotel & Restaurant (city,9181 S SPRUCE MTN RD UNIT B,Larkspur,CO,801181203,39.22827401,-104.884767013
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #1045,21-70664-0072,Fermented Malt Beverage and Wine (city,1300 DEXTER ST,Fort Lupton,CO,80621,40.07887302,-104.802436021
DJV RESTAURANT CONCEPTS,REVIVAL,03-15171,Hotel & Restaurant (city,630 EAST 17TH AVENUE,Denver,CO,80203,39.74307202,-104.979050013
CF ALTITUDE LLC,ALTA #6124,04-01572,Fermented Malt Beverage and Wine (city,2525 BROADWAY,Grand Junction,CO,81507,39.06574002,-108.585246004
MARISCOS EL REY LLC,MARISCOS EL REY #1,03-11542,Hotel & Restaurant (city,820 NORTH DAYTON STREET,Aurora,CO,80010,39.72974546,-104.874955073
PAELLAS RESTAURANT AND BAKERY LLC,PAELLAS RESTAURANT AND BAKERY,03-11134,Takeout & Delivery Permit,93 COOPER CREEK WAY,Winter Park,CO,80482,39.917671,-105.78608203
FINE NAVAJO WEAVING LLC,THE GORDON COLLECTION,03-18942,Retail Establishment Permit,220 EAST COLORADO AVENUE UNIT #101 & 103,Telluride,CO,81435,37.936561,-107.809530035
FAIRWAYS AND GREENS INC,LINKS GOLF COURSE THE,07-23628-0001,Hotel & Restaurant / Optional (county,5815 GLENEAGLES VILLAGE PARKWAY,Highlands Ranch,CO,80130,39.55466498,-104.921525011
FUJIYAMA INC,FUJIYAMA SUSHI & HIBACHI,42-74090-0000,Hotel & Restaurant (county,1100 SGT JON STILES DRIVE #104,Highlands Ranch,CO,80129,39.54896001,-105.001634967
AXE AND THE OAK DISTILLERY LLC,AXE AND THE OAK DISTILLERY LLC,03-02950,Wholesale (vinous & spirituous,1604 South Cascade Avenue,Colorado Springs,CO,80905,38.81106599,-104.827433035
"MISSION YOGURT, INC.",ROOT DOWN DIA,03-00817,Hotel & Restaurant (city,9100 PENA BLVD  T1-R65-S21,Denver,CO,80249,39.86301999,-104.673664004
